,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS,game_id
0,Diogu I.,ZAM,17,5,0,24:37,6,14,3,5,3,9,2,2,14,2,3,3,0,0,0,0,0,06e9UWdR
1,Strawberry D.,ZAM,14,4,1,26:00,6,12,4,5,2,7,0,3,9,2,2,1,3,3,0,0,0,06e9UWdR
2,Mahmoud A.,ZAM,10,11,2,25:22,5,7,5,7,0,0,0,0,16,1,10,1,1,0,6,0,0,06e9UWdR
3,Farag A.,ZAM,9,2,1,9:48,3,5,0,0,3,5,0,0,4,0,2,2,0,1,0,0,0,06e9UWdR
4,Sosa E.,ZAM,7,1,8,26:53,3,12,2,3,1,9,0,0,15,0,1,1,1,1,1,0,0,06e9UWdR
5,Elmekawi M.,ZAM,5,5,1,15:03,2,6,2,6,0,0,1,2,3,4,1,3,1,1,0,0,0,06e9UWdR
6,McKinney M.,ZAM,4,2,5,18:40,1,5,1,3,0,2,2,3,14,1,1,2,1,2,0,0,0,06e9UWdR
7,Wang P.,COB,4,2,3,27:52,1,6,1,5,0,1,2,4,-26,2,0,0,1,2,2,0,0,06e9UWdR
8,Elmashad H.,ZAM,2,0,0,5:18,1,1,1,1,0,0,0,0,-1,0,0,2,0,1,0,0,0,06e9UWdR
9,Hussein O.,ZAM,2,2,0,8:50,1,3,1,3,0,0,0,0,3,1,1,0,1,2,0,0,0,06e9UWdR
10,El Sayed A.,ZAM,0,1,0,5:09,0,1,0,1,0,0,0,1,-5,0,1,0,1,0,0,0,0,06e9UWdR
11,Wek N.,COB,0,4,1,23:13,0,4,0,1,0,3,0,0,-11,1,3,1,2,2,0,0,0,06e9UWdR
12,Yasser A.,ZAM,0,2,1,9:38,0,4,0,1,0,3,0,0,2,0,2,3,0,0,0,0,0,06e9UWdR
13,Majok A.,USM,20,13,1,36:19,9,12,9,12,0,0,2,5,15,4,9,4,1,3,4,0,0,0ABA9VK1
14,Diallo C.,DUC,19,1,3,29:36,6,13,2,4,4,9,3,3,-10,1,0,5,1,2,0,2,0,0ABA9VK1
15,Lahyani F.,USM,19,8,1,27:19,8,10,6,7,2,3,1,2,6,4,4,2,0,0,2,0,0,0ABA9VK1
16,Diakhite A.,DUC,17,7,0,35:07,7,14,7,14,0,0,3,4,-8,5,2,3,0,3,0,1,0,0ABA9VK1
17,Ghyaza M.,USM,13,2,0,16:16,4,5,4,5,0,0,5,6,5,1,1,0,0,2,0,0,0,0ABA9VK1
18,Ali H.,DUC,12,2,7,31:02,4,13,2,4,2,9,2,2,-8,1,1,2,1,2,0,0,0,0ABA9VK1
19,Mahemli H.,USM,7,3,4,27:55,2,3,1,1,1,2,2,2,11,0,3,1,1,5,0,0,0,0ABA9VK1
20,Slimane R.,USM,7,6,8,33:12,0,10,0,4,0,6,7,7,10,3,3,0,1,3,0,0,0,0ABA9VK1
21,Diop A.,DUC,4,9,2,28:30,2,5,2,4,0,1,0,0,-10,2,7,2,1,2,0,0,0,0ABA9VK1
22,Faye C.,DUC,4,1,4,29:36,2,10,2,8,0,2,0,0,-4,0,1,4,2,2,0,1,0,0ABA9VK1
23,Gomis S.,DUC,4,0,0,11:30,2,5,2,5,0,0,0,0,-2,0,0,1,0,0,0,1,0,0ABA9VK1
24,Marnaoui O.,USM,3,4,2,31:02,1,12,1,5,0,7,1,2,8,2,2,1,2,4,0,0,0,0ABA9VK1
25,Onana C.,USM,3,1,0,8:24,1,1,0,0,1,1,0,0,-2,0,1,0,0,1,0,0,0,0ABA9VK1
26,Dixon M.,USM,2,0,0,8:49,1,3,1,1,0,2,0,0,0,0,0,3,0,1,0,0,0,0ABA9VK1
27,Niang T.,DUC,2,1,1,18:22,1,4,1,2,0,2,0,0,-10,0,1,2,1,0,0,0,0,0ABA9VK1
28,Abbassi M.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ABA9VK1
29,Aboudou J.,DUC,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ABA9VK1
30,Ba B.,DUC,0,0,1,5:36,0,3,0,0,0,3,0,0,-1,0,0,2,0,1,0,0,0,0ABA9VK1
31,Badji M.,DUC,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ABA9VK1
32,Diabate M.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ABA9VK1
33,Jaziri N.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ABA9VK1
34,Lufile C.,DUC,0,5,1,4:53,0,2,0,2,0,0,0,0,-4,3,2,3,0,2,0,2,0,0ABA9VK1
35,Methnani W.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ABA9VK1
36,Rassil M.,USM,0,5,1,10:44,0,3,0,0,0,3,0,0,7,0,5,0,0,0,1,0,0,0ABA9VK1
37,Sane B.,DUC,0,2,0,5:48,0,0,0,0,0,0,0,0,-3,1,1,1,0,1,0,0,0,0ABA9VK1
38,Sie L.,DUC,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ABA9VK1
39,Daniels C.,RIV,25,11,0,31:30,8,14,4,7,4,7,5,6,-18,2,9,2,2,2,1,1,0,0fVNEJBR
40,Slimane R.,USM,23,0,3,24:35,8,12,2,3,6,9,1,1,16,0,0,3,2,2,0,0,0,0fVNEJBR
41,Uzoh B.,RIV,20,6,8,32:56,8,14,8,14,0,0,4,5,-20,2,4,3,1,4,1,2,0,0fVNEJBR
42,Arakji W.,USM,17,1,3,18:54,7,9,6,6,1,3,2,2,16,0,1,0,3,0,0,0,0,0fVNEJBR
43,Majok A.,USM,12,6,1,27:03,4,7,4,6,0,1,4,4,22,3,3,1,0,3,3,0,0,0fVNEJBR
44,El Mabrouk M.,USM,11,1,5,29:19,4,10,1,2,3,8,0,0,26,0,1,1,2,0,0,1,0,0fVNEJBR
45,Abada O.,USM,9,3,6,29:00,4,11,3,8,1,3,0,1,22,0,3,2,0,2,0,0,0,0fVNEJBR
46,Ben Romdhane M.,USM,9,5,3,23:51,3,8,2,7,1,1,2,4,28,1,4,4,0,0,1,2,0,0fVNEJBR
47,Sullivan T.,RIV,9,2,1,22:14,4,9,4,7,0,2,1,2,-15,1,1,3,0,3,0,0,0,0fVNEJBR
48,Crawford C.,USM,8,2,4,14:19,3,8,1,4,2,4,0,0,9,0,2,3,1,1,0,3,0,0fVNEJBR
49,Saliu P.,RIV,7,1,1,12:24,2,6,0,1,2,5,1,3,-13,0,1,0,0,1,0,0,0,0fVNEJBR
50,Ajegbeyi S.,RIV,4,2,0,16:55,2,3,2,2,0,1,0,0,-11,0,2,2,1,1,0,0,0,0fVNEJBR
51,Lahyani F.,USM,4,6,2,17:50,2,5,2,4,0,1,0,0,2,1,5,2,0,0,0,1,0,0fVNEJBR
52,Marnaoui O.,USM,4,1,0,3:56,1,2,0,1,1,1,1,3,-4,0,1,0,0,0,1,0,0,0fVNEJBR
53,Ameh S.,RIV,2,1,1,7:04,0,0,0,0,0,0,2,2,-9,0,1,0,0,1,0,0,0,0fVNEJBR
54,Ghyaza M.,USM,2,6,0,11:14,1,4,1,4,0,0,0,0,8,1,5,5,2,1,0,0,0,0fVNEJBR
55,Ikechukwu B.,RIV,2,1,2,21:05,1,6,1,2,0,4,0,0,-13,0,1,1,1,0,1,1,0,0fVNEJBR
56,Koko V.,RIV,1,5,0,21:22,0,2,0,2,0,0,1,2,-14,2,3,1,0,3,4,0,0,0fVNEJBR
57,Alalibo R.,RIV,0,0,0,1:58,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0fVNEJBR
58,Balogun E.,RIV,0,1,1,10:13,0,0,0,0,0,0,0,0,-2,0,1,1,0,1,0,0,0,0fVNEJBR
59,Bhouri E.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0fVNEJBR
60,Jaziri N.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0fVNEJBR
61,Nwaiwu B.,RIV,0,3,1,6:39,0,3,0,3,0,0,0,0,-14,1,2,0,0,1,0,0,0,0fVNEJBR
62,Opong R.,RIV,0,4,1,15:39,0,7,0,3,0,4,0,0,-15,1,3,0,0,2,0,1,0,0fVNEJBR
63,Omot N.,ALA,28,6,3,31:07,7,12,4,7,3,5,11,12,28,1,5,3,2,5,0,0,0,0GdqWorn
64,Ganapamo E.,CAP,26,4,2,35:15,10,20,10,18,0,2,6,9,-18,1,3,3,4,5,0,0,0,0GdqWorn
65,Gbinije M.,CAP,18,5,3,36:20,5,12,4,6,1,6,7,7,-18,1,4,2,1,5,1,0,0,0GdqWorn
66,Thompson M.,ALA,17,1,4,29:35,6,10,3,4,3,6,2,2,17,0,1,1,1,1,0,0,0,0GdqWorn
67,Cele S.,CAP,12,6,2,30:49,6,10,6,10,0,0,0,0,1,1,5,1,2,2,1,0,0,0GdqWorn
68,Oraby O.,ALA,12,5,0,21:44,4,6,4,6,0,0,4,4,5,1,4,5,1,3,2,1,0,0GdqWorn
69,Saleh E. A.,ALA,11,5,8,24:14,4,10,3,5,1,5,2,2,18,0,5,0,4,1,0,0,0,0GdqWorn
70,Zahran A.,ALA,10,4,2,12:45,5,8,5,8,0,0,0,0,26,2,2,4,0,1,1,0,0,0GdqWorn
71,Hall J.,CAP,9,4,0,23:04,4,9,4,7,0,2,1,3,-8,1,3,4,0,0,0,2,0,0GdqWorn
72,Prinsloo P.,CAP,8,3,1,32:30,3,8,1,2,2,6,0,0,-17,3,0,4,1,1,1,1,0,0GdqWorn
73,Webster C.,ALA,6,3,3,20:49,3,10,3,8,0,2,0,0,-13,0,3,3,1,3,0,1,0,0GdqWorn
74,Aboelnasr M.,ALA,3,4,0,22:55,1,2,0,1,1,1,0,0,5,2,2,2,0,1,0,0,0,0GdqWorn
75,El Gendy A.,ALA,3,1,0,9:42,1,2,0,0,1,2,0,0,-5,0,1,0,0,0,0,0,0,0GdqWorn
76,Wade Z.,CAP,2,5,4,34:32,1,7,1,3,0,4,0,0,-21,1,4,3,1,4,0,0,0,0GdqWorn
77,Sarhan M.,ALA,1,1,0,8:05,0,1,0,0,0,1,1,2,-8,0,1,2,0,0,0,0,0,0GdqWorn
78,Said S.,ALA,0,4,0,19:04,0,2,0,1,0,1,0,0,7,1,3,2,0,2,0,1,0,0GdqWorn
79,Sibanyoni N.,CAP,0,1,0,7:31,0,2,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0GdqWorn
80,Prinsloo P.,CAP,19,10,4,38:39,5,13,3,6,2,7,7,10,-3,2,8,4,0,2,3,1,0,0p01tg83
81,Cele S.,CAP,18,4,3,32:52,6,13,5,9,1,4,5,8,-12,1,3,4,1,2,0,2,0,0p01tg83
82,Diarra A.,STA,18,13,1,25:09,9,15,9,15,0,0,0,4,22,4,9,3,1,2,3,1,0,0p01tg83
83,Wilkins J. W.,STA,18,4,0,27:02,6,13,2,4,4,9,2,2,8,0,4,2,0,0,1,0,0,0p01tg83
84,Smith M.,CAP,17,4,1,37:53,6,20,3,12,3,8,2,2,-10,0,4,2,1,6,0,4,0,0p01tg83
85,Gbinije M.,CAP,10,13,5,37:40,4,12,2,5,2,7,0,0,-11,2,11,4,2,6,0,1,0,0p01tg83
86,Amayo K.,STA,8,1,6,28:19,4,7,4,5,0,2,0,1,10,1,0,2,5,3,2,0,0,0p01tg83
87,Berthe S.,STA,8,5,4,29:21,2,13,2,7,0,6,4,7,8,1,4,3,1,1,0,1,0,0p01tg83
88,Chinyelu R.,STA,7,11,0,20:48,3,5,3,5,0,0,1,2,-14,4,7,3,0,5,4,0,0,0p01tg83
89,Keita M.,STA,7,3,0,17:20,2,5,1,1,1,4,2,3,3,0,3,1,2,2,0,0,0,0p01tg83
90,Musongela P.,CAP,5,5,1,21:48,2,6,1,2,1,4,0,0,1,1,4,0,1,3,0,1,0,0p01tg83
91,Pare M.,STA,5,2,0,7:01,2,2,1,1,1,1,0,0,2,0,2,2,0,0,0,0,0,0p01tg83
92,Foster G. C.,STA,4,4,7,27:04,2,6,2,6,0,0,0,0,12,0,4,3,3,4,0,1,0,0p01tg83
93,Traore N.,STA,2,0,0,5:00,1,3,1,1,0,2,0,0,-3,0,0,1,0,0,0,0,0,0p01tg83
94,Keita M.,STA,1,2,3,12:56,0,4,0,3,0,1,1,2,-3,1,1,1,1,0,0,0,0,0p01tg83
95,Konate T.,STA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0p01tg83
96,Mofokeng L.,CAP,0,0,0,0:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0p01tg83
97,Mthembu S.,CAP,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0p01tg83
98,Reid L.,CAP,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0p01tg83
99,Selepe L.,CAP,0,4,1,24:44,0,3,0,1,0,2,0,2,-5,1,3,2,1,0,0,1,0,0p01tg83
100,Sibanyoni N.,CAP,0,0,0,3:28,0,0,0,0,0,0,0,0,-5,0,0,1,0,0,0,0,0,0p01tg83
101,Sissouma B.,STA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0p01tg83
102,Whitbread D.,CAP,0,0,0,2:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0p01tg83
103,Kiir M.,COB,24,11,4,24:27,10,15,9,13,1,2,3,6,16,2,9,3,1,3,1,0,0,0UZiM847
104,Wang P.,COB,24,5,8,33:52,9,17,5,6,4,11,2,4,31,1,4,2,2,3,0,0,0,0UZiM847
105,Wek N.,COB,18,6,3,22:45,6,10,2,4,4,6,2,2,13,3,3,0,0,0,0,0,0,0UZiM847
106,Fula R.,ESP,14,4,1,27:22,4,15,3,10,1,5,5,7,-16,2,2,0,0,1,0,0,0,0UZiM847
107,Harrington J.,COB,14,3,4,26:08,6,13,5,11,1,2,1,2,6,1,2,0,0,3,1,0,0,0UZiM847
108,Ambanza N.,ESP,11,4,2,23:32,2,10,0,5,2,5,5,6,-15,2,2,4,2,2,0,0,0,0UZiM847
109,Kasasa B.,ESP,11,2,0,22:12,4,9,2,3,2,6,1,3,-4,2,0,3,1,3,0,0,0,0UZiM847
110,Isungu E.,ESP,10,7,2,25:48,5,11,5,11,0,0,0,4,-15,5,2,3,1,2,0,0,0,0UZiM847
111,Deng D.,COB,9,1,2,17:08,2,6,0,1,2,5,3,3,21,0,1,4,0,1,0,0,0,0UZiM847
112,Okarafor E.,ESP,8,11,0,17:39,3,5,3,5,0,0,2,4,-10,4,7,4,0,1,2,0,0,0UZiM847
113,Hampton L.,COB,7,4,4,18:08,3,4,3,4,0,0,1,2,17,3,1,5,0,0,2,0,0,0UZiM847
114,Kapongo D.,ESP,7,7,1,11:27,2,7,1,2,1,5,2,2,-13,2,5,0,0,3,0,0,0,0UZiM847
115,Mwamba A.,ESP,7,1,3,15:53,3,7,3,5,0,2,1,1,-20,1,0,0,2,2,0,0,0,0UZiM847
116,Dieu G.,COB,6,4,4,30:51,1,4,1,3,0,1,4,4,33,0,4,4,2,2,0,0,0,0UZiM847
117,Tshimbau J.,ESP,5,0,0,13:31,2,6,1,2,1,4,0,0,-22,0,0,0,1,1,0,0,0,0UZiM847
118,Maluach K.,COB,4,3,0,10:28,1,2,1,1,0,1,2,2,11,0,3,3,0,2,0,0,0,0UZiM847
119,Mpaka C.,ESP,4,5,0,20:53,2,5,2,5,0,0,0,0,-20,1,4,5,0,0,0,0,0,0UZiM847
120,Suke H.,ESP,3,1,1,2:11,0,0,0,0,0,0,3,4,6,0,1,0,0,0,0,0,0,0UZiM847
121,Ajak S.,COB,2,0,0,2:11,1,2,1,1,0,1,0,0,-6,0,0,1,0,1,0,0,0,0UZiM847
122,Mandiangu J.,ESP,2,0,0,3:42,1,1,1,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0UZiM847
123,Akuei L.,COB,0,1,0,6:50,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0UZiM847
124,Bobo Mel G.,ESP,0,3,1,10:39,0,1,0,1,0,0,0,2,-12,3,0,2,1,0,0,0,0,0UZiM847
125,Ilunga B.,ESP,0,0,1,2:18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0UZiM847
126,Lado A.,COB,0,0,0,2:11,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0UZiM847
127,Malual B.,COB,0,0,0,2:11,0,0,0,0,0,0,0,0,-6,0,0,0,0,1,0,0,0,0UZiM847
128,Hamdini A.,PET,33,2,4,28:27,13,24,9,16,4,8,3,3,-1,0,2,3,1,1,0,0,0,23HkAwKr
129,Kabongo M.,FER,18,6,7,36:00,4,13,3,6,1,7,9,12,20,0,6,3,2,2,0,0,0,23HkAwKr
130,Adjehi B.,FER,17,10,1,31:56,7,10,7,10,0,0,3,6,12,3,7,1,3,4,3,0,0,23HkAwKr
131,Calvo A.,FER,17,9,1,33:06,5,14,5,10,0,4,7,9,17,2,7,2,2,0,0,1,0,23HkAwKr
132,Ghezzoul T.,PET,11,7,0,21:09,5,8,5,8,0,0,1,2,-9,2,5,4,0,1,1,0,0,23HkAwKr
133,Holland D.,FER,10,3,9,29:12,4,15,4,13,0,2,2,4,13,1,2,2,0,3,0,1,0,23HkAwKr
134,Muchate C.,FER,9,12,5,32:16,2,5,2,5,0,0,5,6,14,7,5,2,0,3,0,0,0,23HkAwKr
135,Chimonzo B.,FER,8,1,0,12:41,3,4,1,1,2,3,0,0,0,0,1,1,1,3,0,0,0,23HkAwKr
136,Seddik M.,PET,8,9,0,18:03,4,11,4,10,0,1,0,2,-5,3,6,3,0,1,1,1,0,23HkAwKr
137,Adrar M.,PET,5,2,1,9:04,2,4,1,1,1,3,0,0,-6,0,2,0,1,1,0,0,0,23HkAwKr
138,Benayad-Cherif H.,PET,5,3,1,24:32,2,8,1,5,1,3,0,2,-7,1,2,3,0,0,0,0,0,23HkAwKr
139,Boutiba A.,PET,5,1,0,13:55,2,2,1,1,1,1,0,0,-12,0,1,3,0,3,0,0,0,23HkAwKr
140,Chire I.,FER,5,4,0,9:17,1,2,1,2,0,0,3,4,4,0,4,2,0,0,0,0,0,23HkAwKr
141,Aggoun O.,PET,3,2,0,11:16,1,3,1,2,0,1,1,2,-1,1,1,0,1,0,0,0,0,23HkAwKr
142,Dekkiche A.,PET,3,2,3,24:16,1,4,1,2,0,2,1,3,-2,0,2,4,3,2,0,0,0,23HkAwKr
143,Dinis S.,FER,2,0,1,5:16,1,3,1,2,0,1,0,0,-1,0,0,0,0,0,0,0,0,23HkAwKr
144,Belkacemi N.,PET,0,3,0,15:11,0,3,0,2,0,1,0,0,-4,0,3,4,1,1,0,1,0,23HkAwKr
145,Belkhodja F.,PET,0,0,2,10:31,0,0,0,0,0,0,0,0,-4,0,0,4,0,2,0,0,0,23HkAwKr
146,Biosse Y.,FER,0,0,0,1:30,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,23HkAwKr
147,Bourkaib M.,PET,0,2,0,10:41,0,4,0,2,0,2,0,0,-12,1,1,4,0,2,0,1,0,23HkAwKr
148,Caifaz M.,FER,0,0,0,6:11,0,2,0,1,0,1,0,0,-2,0,0,2,0,0,0,0,0,23HkAwKr
149,Guermate M. Z.,PET,0,1,3,12:55,0,2,0,0,0,2,0,0,-2,0,1,2,0,4,0,0,0,23HkAwKr
150,Martins H. N. M.,FER,0,1,0,1:04,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23HkAwKr
151,Uamusse M.,FER,0,0,0,1:30,0,0,0,0,0,0,0,0,-6,0,0,0,0,1,0,0,0,23HkAwKr
152,Crawford C.,DOU,21,4,4,36:08,8,22,5,13,3,9,2,2,11,1,3,3,2,4,2,2,0,27ot27T5
153,Berthe S.,STA,17,6,2,27:26,6,12,6,8,0,4,5,7,-9,2,4,1,0,4,0,1,0,27ot27T5
154,Osei B.,DOU,14,6,0,17:25,6,12,6,12,0,0,2,4,21,4,2,4,1,1,0,0,0,27ot27T5
155,Boissy J.,DOU,13,4,4,19:38,4,9,4,5,0,4,5,7,19,2,2,2,3,2,0,0,0,27ot27T5
156,Diarra A.,STA,9,14,1,28:27,4,12,4,10,0,2,1,3,-8,7,7,4,2,4,3,1,0,27ot27T5
157,Keita M.,STA,9,2,4,23:58,3,11,0,4,3,7,0,0,0,0,2,2,4,0,0,2,0,27ot27T5
158,Ndiaye B.,DOU,8,8,0,22:00,3,8,3,6,0,2,2,5,-5,2,6,1,0,1,2,2,0,27ot27T5
159,Ochereobia M.,DOU,8,7,1,26:29,3,6,3,6,0,0,2,2,12,3,4,4,0,3,0,1,0,27ot27T5
160,Diop M.,DOU,6,3,2,17:38,3,7,3,7,0,0,0,0,22,3,0,3,1,1,0,0,0,27ot27T5
161,Pare M.,STA,6,3,1,12:49,3,6,3,6,0,0,0,0,10,2,1,4,2,3,0,1,0,27ot27T5
162,Chinyelu R.,STA,5,9,1,23:11,1,6,1,5,0,1,3,4,-11,4,5,3,2,1,1,0,0,27ot27T5
163,Keita M.,STA,4,1,2,26:44,2,4,2,4,0,0,0,0,-2,0,1,2,0,3,0,0,0,27ot27T5
164,Konate T.,STA,3,4,2,13:16,1,3,1,3,0,0,1,2,-14,2,2,1,0,5,0,0,0,27ot27T5
165,Traore N.,STA,3,0,0,4:25,1,2,1,1,0,1,1,4,3,0,0,0,0,0,0,0,0,27ot27T5
166,Amayo K.,STA,2,2,2,18:08,1,7,1,3,0,4,0,0,-18,0,2,1,0,0,0,0,0,27ot27T5
167,Fall S. D.,DOU,2,4,0,25:39,1,3,1,2,0,1,0,0,-1,0,4,0,2,2,0,0,0,27ot27T5
168,Ndour A.,DOU,2,2,5,20:22,1,2,1,2,0,0,0,2,-3,1,1,1,1,3,0,0,0,27ot27T5
169,Diagne M.,DOU,0,2,0,4:15,0,1,0,1,0,0,0,0,-1,0,2,0,0,0,0,0,0,27ot27T5
170,Dienf M.,DOU,0,1,0,0:35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,27ot27T5
171,Kamara A. C.,DOU,0,0,0,0:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27ot27T5
172,Maluach K.,DOU,0,3,0,9:16,0,2,0,1,0,1,0,0,5,1,2,3,1,1,1,0,0,27ot27T5
173,Sissouma B.,STA,0,1,0,16:36,0,4,0,0,0,4,0,0,-22,0,1,0,2,2,1,0,0,27ot27T5
174,Wilkins J. W.,STA,0,0,0,5:00,0,1,0,0,0,1,0,0,-9,0,0,1,0,0,0,0,0,27ot27T5
175,Miller D.,SLA,20,12,1,39:44,7,13,7,13,0,0,6,9,-8,1,11,2,5,3,0,1,0,2LQEG6ra
176,Ganapamo E.,CAP,15,7,1,38:31,4,15,4,13,0,2,7,9,6,2,5,3,1,2,0,0,0,2LQEG6ra
177,Hall J.,CAP,15,8,1,32:34,5,14,4,10,1,4,4,8,10,1,7,3,0,4,0,0,0,2LQEG6ra
178,Cele S.,CAP,11,5,0,20:30,5,9,4,8,1,1,0,0,1,0,5,0,2,0,0,0,0,2LQEG6ra
179,Conde I.,SLA,11,12,1,28:53,3,11,3,10,0,1,5,5,-11,5,7,4,2,3,1,0,0,2LQEG6ra
180,Nwabuzor M.,SLA,11,5,3,36:52,4,12,3,7,1,5,2,2,-7,3,2,5,0,4,0,2,0,2LQEG6ra
181,Iroegbu U.,SLA,10,3,1,34:33,4,13,2,6,2,7,0,2,-3,0,3,5,1,3,0,0,0,2LQEG6ra
182,Wade Z.,CAP,9,5,5,25:42,3,6,3,4,0,2,3,3,6,2,3,3,1,3,1,0,0,2LQEG6ra
183,Barefield S.,SLA,8,2,3,22:28,3,9,1,4,2,5,0,2,-1,0,2,1,2,1,0,1,0,2LQEG6ra
184,Gbinije M.,CAP,8,6,1,31:57,2,12,0,5,2,7,2,3,6,1,5,2,1,2,1,1,0,2LQEG6ra
185,Prinsloo P.,CAP,8,4,1,20:52,3,4,3,3,0,1,2,3,-1,3,1,3,0,0,1,0,0,2LQEG6ra
186,Sibanyoni N.,CAP,6,7,0,20:16,2,6,2,6,0,0,2,2,8,2,5,5,0,0,1,1,0,2LQEG6ra
187,Doumbouya I.,SLA,5,3,0,7:01,2,4,2,3,0,1,1,2,2,2,1,2,0,0,0,0,0,2LQEG6ra
188,Selepe L.,CAP,3,1,0,9:38,1,2,0,0,1,2,0,2,-1,0,1,1,2,1,0,0,0,2LQEG6ra
189,Fofana I.,SLA,2,1,1,22:34,1,2,1,2,0,0,0,0,-4,0,1,3,0,1,1,0,0,2LQEG6ra
190,Mara M.,SLA,1,0,0,7:55,0,2,0,0,0,2,1,1,-3,0,0,3,0,0,0,0,0,2LQEG6ra
191,Whitbread D.,CAP,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2LQEG6ra
192,Diarra A.,STA,25,12,2,28:04,11,18,11,17,0,1,3,8,-1,2,10,2,0,3,3,0,0,2XlXXBBo
193,Morais C.,PET,15,9,4,31:53,6,15,4,6,2,9,1,1,-12,2,7,3,2,3,0,0,0,2XlXXBBo
194,Keita M.,STA,8,5,5,26:15,2,7,0,4,2,3,2,4,11,1,4,2,3,2,0,0,0,2XlXXBBo
195,Majok A.,PET,8,8,0,18:16,3,6,3,6,0,0,2,2,8,0,8,2,0,3,1,0,0,2XlXXBBo
196,Berthe S.,STA,7,3,5,24:30,2,11,1,5,1,6,2,4,2,0,3,2,3,3,0,0,0,2XlXXBBo
197,Buiamba G.,PET,7,3,0,10:38,3,5,3,4,0,1,1,1,0,0,3,1,0,1,0,0,0,2XlXXBBo
198,Konate T.,STA,7,0,0,11:21,3,6,2,4,1,2,0,0,-1,0,0,1,0,1,1,0,0,2XlXXBBo
199,Amayo K.,STA,6,3,5,29:31,3,5,3,4,0,1,0,1,9,0,3,1,3,0,0,0,0,2XlXXBBo
200,Diabate M.,PET,6,4,4,31:18,3,9,3,7,0,2,0,0,2,1,3,2,1,2,0,0,0,2XlXXBBo
201,Gakou A.,PET,6,6,0,25:41,2,5,1,1,1,4,1,1,-13,0,6,3,0,1,0,0,0,2XlXXBBo
202,Hollis D.,PET,6,3,1,16:53,2,7,2,7,0,0,2,2,0,1,2,1,2,6,0,0,0,2XlXXBBo
203,Domingos G.,PET,5,1,1,12:27,2,3,1,1,1,2,0,0,2,0,1,0,0,0,0,0,0,2XlXXBBo
204,Dundao C.,PET,5,1,1,19:56,1,6,0,2,1,4,2,2,-4,0,1,1,2,2,0,0,0,2XlXXBBo
205,Keita M.,STA,5,0,0,15:04,2,7,1,1,1,6,0,0,3,0,0,1,1,1,0,0,0,2XlXXBBo
206,Sissouma B.,STA,5,4,3,17:58,2,8,1,1,1,7,0,0,-4,1,3,0,1,0,1,0,0,2XlXXBBo
207,Chinyelu R.,STA,4,9,1,19:14,2,5,2,5,0,0,0,0,20,1,8,1,2,0,0,0,0,2XlXXBBo
208,Pedro J.,PET,4,6,0,19:10,2,6,2,6,0,0,0,2,-11,1,5,4,0,1,0,0,0,2XlXXBBo
209,Goncalves L.,PET,3,1,3,13:48,1,4,0,1,1,3,0,0,-12,0,1,1,1,5,0,0,0,2XlXXBBo
210,Traore N.,STA,3,1,2,13:19,1,1,1,1,0,0,1,2,0,0,1,1,0,4,0,0,0,2XlXXBBo
211,Wilkins J. W.,STA,3,2,1,14:44,1,3,1,2,0,1,1,1,1,0,2,2,0,1,0,0,0,2XlXXBBo
