,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS,game_id
1573,Okello J.,CIT,0,2,0,13:23,0,0,0,0,0,0,0,0,-9,2,0,2,1,1,0,0,0,lxTQD4SH
1574,Tarek M.,ALA,0,0,5,14:45,0,4,0,0,0,4,0,0,-25,0,0,0,1,1,0,0,0,lxTQD4SH
1575,Walujjo E.,CIT,0,0,0,2:56,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,lxTQD4SH
1576,Crawford C.,DOU,28,6,1,36:13,8,18,4,8,4,10,8,12,18,0,6,0,1,2,0,0,0,MBI6ISDn
1577,Boissy J.,DOU,15,7,9,25:12,5,9,3,4,2,5,3,3,7,1,6,2,1,2,0,0,0,MBI6ISDn
1578,Lahyani F.,USM,15,5,0,28:43,5,10,5,8,0,2,5,7,-12,2,3,2,1,2,0,0,0,MBI6ISDn
1579,Randle J.,USM,14,2,2,38:11,4,15,2,6,2,9,4,6,-16,1,1,0,2,7,0,1,0,MBI6ISDn
1580,Ghayaza M.,USM,11,7,1,28:48,3,4,3,4,0,0,5,6,-12,4,3,2,2,1,2,0,0,MBI6ISDn
1581,Slimane R.,USM,11,9,3,30:46,3,12,0,4,3,8,2,2,-5,2,7,5,2,5,1,0,0,MBI6ISDn
1582,Fall S. D.,DOU,10,5,1,27:00,4,10,3,8,1,2,1,2,21,2,3,2,2,1,1,0,0,MBI6ISDn
1583,Osei B.,DOU,9,4,1,24:23,3,8,2,7,1,1,2,5,14,1,3,4,2,4,0,2,0,MBI6ISDn
1584,Diagne M.,DOU,6,3,0,13:14,2,4,2,4,0,0,2,3,7,1,2,4,0,1,0,0,0,MBI6ISDn
1585,Ndiaye B.,DOU,6,5,0,15:07,3,7,3,6,0,1,0,0,6,3,2,3,1,2,0,1,0,MBI6ISDn
1586,Bouallegue A.,USM,4,1,3,19:55,2,6,2,2,0,4,0,0,-9,0,1,4,0,0,0,0,0,MBI6ISDn
1587,Thomas I.,USM,3,1,0,19:51,1,5,0,3,1,2,0,2,-11,0,1,5,0,2,2,0,0,MBI6ISDn
1588,Chouaya L.,USM,2,1,2,13:17,1,3,1,1,0,2,0,0,-14,0,1,1,2,2,0,0,0,MBI6ISDn
1589,Ochereobia M.,DOU,2,7,1,26:46,1,2,1,2,0,0,0,0,9,4,3,4,1,5,0,1,0,MBI6ISDn
1590,Abass C.,USM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MBI6ISDn
1591,Addami A.,USM,0,0,0,2:38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,MBI6ISDn
1592,Chennoufi Z.,USM,0,2,1,11:24,0,3,0,0,0,3,0,0,-1,0,2,3,1,1,0,0,0,MBI6ISDn
1593,Dienf M.,DOU,0,0,0,0:30,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,MBI6ISDn
1594,Diop M.,DOU,0,1,0,16:47,0,2,0,1,0,1,0,0,-7,0,1,2,0,0,0,0,0,MBI6ISDn
1595,Mahemli H.,USM,0,0,0,1:20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,MBI6ISDn
1596,Marnaoui O.,USM,0,0,0,5:07,0,1,0,0,0,1,0,0,-7,0,0,0,0,1,0,0,0,MBI6ISDn
1597,Ndour A.,DOU,0,4,5,14:48,0,3,0,3,0,0,0,0,9,1,3,1,1,2,0,1,0,MBI6ISDn
1598,Diallo C.,DUC,30,1,1,37:18,11,17,6,7,5,10,3,3,2,0,1,1,2,0,0,1,0,MFd5VCsL
1599,Stoglin T.,ASS,30,7,4,40:00,9,17,4,8,5,9,7,8,5,3,4,1,0,6,0,0,0,MFd5VCsL
1600,Harouna A.,ASS,19,5,4,37:17,8,18,5,9,3,9,0,0,0,0,5,3,0,2,0,1,0,MFd5VCsL
1601,Ali H.,DUC,17,7,15,35:58,6,16,5,8,1,8,4,4,0,0,7,2,2,2,0,0,0,MFd5VCsL
1602,Calvo A.,ASS,16,14,3,33:16,5,10,3,6,2,4,4,4,-7,3,11,1,0,1,0,1,0,MFd5VCsL
1603,Diakhite A.,DUC,16,6,0,27:30,8,15,8,14,0,1,0,1,-4,2,4,4,1,0,0,0,0,MFd5VCsL
1604,Diop A.,DUC,14,9,1,30:24,6,10,6,8,0,2,2,2,4,1,8,3,3,1,3,0,0,MFd5VCsL
1605,Boukichou K.,ASS,10,3,2,16:51,5,10,5,8,0,2,0,0,-10,0,3,0,0,1,0,0,0,MFd5VCsL
1606,El Masbahi Z.,ASS,10,5,1,27:09,4,5,2,2,2,3,0,0,22,1,4,1,2,0,0,0,0,MFd5VCsL
1607,Najah A.,ASS,6,5,4,16:20,2,6,2,6,0,0,2,2,13,1,4,3,3,0,0,1,0,MFd5VCsL
1608,Lufile C.,DUC,4,1,0,12:30,2,3,2,3,0,0,0,0,-1,0,1,1,0,0,0,0,0,MFd5VCsL
1609,Faye C.,DUC,3,1,2,18:03,1,5,0,2,1,3,0,0,5,0,1,0,0,1,0,0,0,MFd5VCsL
1610,Ba B.,DUC,2,1,3,15:37,1,3,1,1,0,2,0,0,0,0,1,1,2,0,0,0,0,MFd5VCsL
1611,Aboudou J.,DUC,0,2,0,4:50,0,1,0,1,0,0,0,0,-6,1,1,0,0,1,0,1,0,MFd5VCsL
1612,Allal C.,ASS,0,0,0,2:43,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,MFd5VCsL
1613,Azouga B.,ASS,0,0,0,2:02,0,2,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,MFd5VCsL
1614,Badji M.,DUC,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MFd5VCsL
1615,Bennis N.,ASS,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MFd5VCsL
1616,Chaoui M.,ASS,0,1,2,6:51,0,1,0,1,0,0,0,0,-2,0,1,0,0,0,0,0,0,MFd5VCsL
1617,El Madini A.,ASS,0,0,0,0:52,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,MFd5VCsL
1618,Gomis S.,DUC,0,1,0,4:46,0,4,0,3,0,1,0,0,-3,1,0,1,0,0,0,0,0,MFd5VCsL
1619,Jaddi H.,ASS,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MFd5VCsL
1620,Kourodu S.,ASS,0,2,1,16:39,0,1,0,1,0,0,0,0,-2,0,2,1,1,0,2,0,0,MFd5VCsL
1621,Niang T.,DUC,0,1,1,6:44,0,1,0,0,0,1,0,0,-12,0,1,2,0,0,0,0,0,MFd5VCsL
1622,Sane B.,DUC,0,0,0,6:20,0,1,0,1,0,0,0,0,-10,0,0,1,0,2,0,0,0,MFd5VCsL
1623,Sie L.,DUC,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MFd5VCsL
1624,Graham D.,REG,16,12,2,34:27,5,11,5,8,0,3,6,10,14,1,11,3,1,4,2,1,0,MmUAnSTI
1625,Adekoya J.,KWA,15,4,0,29:21,5,12,2,5,3,7,2,2,-3,2,2,2,2,1,0,1,0,MmUAnSTI
1626,Thomas C.,REG,14,5,5,31:20,5,11,3,6,2,5,2,2,11,3,2,2,2,1,1,0,0,MmUAnSTI
1627,Filer A.,REG,10,3,6,34:51,4,9,3,5,1,4,1,2,17,0,3,2,1,3,0,0,0,MmUAnSTI
1628,Anthony W. J.,KWA,7,3,0,23:17,3,8,3,5,0,3,1,2,-15,2,1,2,1,5,0,1,0,MmUAnSTI
1629,Kambuy P.,REG,7,12,1,22:31,2,6,2,6,0,0,3,4,14,2,10,4,1,3,4,1,0,MmUAnSTI
1630,Ndayisaba D.,REG,7,3,4,17:56,3,9,2,3,1,6,0,0,17,1,2,0,1,0,0,0,0,MmUAnSTI
1631,Mordi J.,KWA,6,5,3,22:31,2,3,2,3,0,0,2,2,-11,0,5,4,4,3,0,0,0,MmUAnSTI
1632,Monyyong R.,KWA,5,7,4,26:32,1,7,1,4,0,3,3,6,-4,3,4,2,0,3,2,2,0,MmUAnSTI
1633,Nshobozwabyosenumukiza J.,REG,4,3,1,12:44,2,7,2,3,0,4,0,0,3,2,1,1,3,1,0,0,0,MmUAnSTI
1634,Hagumintwari S.,REG,3,4,1,17:53,1,5,1,3,0,2,1,2,4,0,4,1,1,0,0,0,0,MmUAnSTI
1635,Nyemeck K.,KWA,3,5,0,18:04,1,4,1,4,0,0,1,2,-2,1,4,4,0,0,0,1,0,MmUAnSTI
1636,Akpejiori A.,KWA,2,1,0,5:51,1,2,1,2,0,0,0,0,-3,0,1,3,0,0,0,0,0,MmUAnSTI
1637,Ezeh V.,KWA,2,5,3,21:38,0,11,0,6,0,5,2,2,-12,2,3,0,1,1,0,0,0,MmUAnSTI
1638,Kareem A.,KWA,2,1,1,9:21,1,2,1,2,0,0,0,0,2,0,1,1,1,0,0,0,0,MmUAnSTI
1639,Kolawole M. A.,KWA,2,3,0,14:50,1,9,1,7,0,2,0,0,-13,1,2,1,0,3,0,1,0,MmUAnSTI
1640,Mohammed V.,KWA,2,3,0,7:40,1,4,1,4,0,0,0,0,-8,2,1,2,0,1,0,0,0,MmUAnSTI
1641,Niyonkuru P.,REG,2,0,0,3:18,1,1,1,1,0,0,0,0,-5,0,0,0,0,1,0,0,0,MmUAnSTI
1642,Oriakhi M.,KWA,2,1,1,11:26,1,3,1,1,0,2,0,0,-2,0,1,0,0,0,0,0,0,MmUAnSTI
1643,Kamka-Chomke U.,REG,1,1,1,15:23,0,2,0,1,0,1,1,2,6,0,1,4,1,1,1,0,0,MmUAnSTI
1644,Conteh S.,KWA,0,1,0,9:29,0,4,0,3,0,1,0,0,-9,0,1,0,0,2,0,2,0,MmUAnSTI
1645,Habimana N.,REG,0,0,1,5:09,0,1,0,0,0,1,0,0,-2,0,0,0,0,1,0,0,0,MmUAnSTI
1646,Prince M.,REG,0,0,0,2:20,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,MmUAnSTI
1647,Shyaka O.,REG,0,0,0,2:08,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,MmUAnSTI
1648,Justice J.,CIT,30,5,1,38:07,11,24,7,10,4,14,4,4,-28,0,5,0,3,8,0,0,0,MPcuXRSu
1649,Iroegbu U.,SLA,22,3,2,39:24,7,18,4,11,3,7,5,8,27,1,2,2,3,1,0,0,0,MPcuXRSu
1650,Jones F.,CIT,20,8,3,34:07,7,17,4,10,3,7,3,5,-29,5,3,1,1,1,0,1,0,MPcuXRSu
1651,Miller D.,SLA,20,8,10,40:00,9,14,9,12,0,2,2,6,28,0,8,2,2,6,1,0,0,MPcuXRSu
1652,Nwabuzor M.,SLA,17,3,7,39:24,7,16,5,9,2,7,1,1,27,0,3,1,3,0,0,0,0,MPcuXRSu
1653,Fofana I.,SLA,14,6,5,26:35,6,9,4,7,2,2,0,3,22,2,4,2,2,1,1,0,0,MPcuXRSu
1654,Conde I.,SLA,12,10,4,28:32,6,7,6,7,0,0,0,0,16,3,7,3,0,0,0,0,0,MPcuXRSu
1655,Barnaba N.,CIT,8,9,2,23:08,3,8,2,5,1,3,1,2,-22,4,5,2,0,1,0,0,0,MPcuXRSu
1656,Mara M.,SLA,7,4,0,16:07,3,6,2,3,1,3,0,0,8,1,3,3,0,1,0,1,0,MPcuXRSu
1657,Roebuck Jr. G.,CIT,7,6,3,29:22,2,10,0,4,2,6,1,4,-23,3,3,3,0,4,0,0,0,MPcuXRSu
1658,Mabil M.,SLA,2,0,0,0:36,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,MPcuXRSu
1659,Okello J.,CIT,2,4,1,14:27,1,2,1,1,0,1,0,0,-1,3,1,1,0,1,0,0,0,MPcuXRSu
1660,Sompare A.,SLA,2,0,0,0:36,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,MPcuXRSu
1661,Odeke T.,CIT,1,0,0,21:35,0,4,0,2,0,2,1,2,-22,0,0,1,0,0,1,1,0,MPcuXRSu
1662,Baale F.,CIT,0,1,1,10:36,0,4,0,0,0,4,0,0,-11,0,1,0,0,1,0,0,0,MPcuXRSu
1663,Bah A.,SLA,0,6,0,8:05,0,5,0,5,0,0,0,0,8,4,2,2,1,0,0,0,0,MPcuXRSu
1664,Enabu J.,CIT,0,4,1,11:46,0,1,0,1,0,0,0,2,2,0,4,2,0,0,0,0,0,MPcuXRSu
1665,Ghedi A.,CIT,0,1,0,6:38,0,0,0,0,0,0,0,0,-6,0,1,2,0,2,0,0,0,MPcuXRSu
1666,Kaba A.,SLA,0,0,0,0:41,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,MPcuXRSu
1667,Muhwezi I.,CIT,0,1,1,3:58,0,1,0,0,0,1,0,0,-5,1,0,1,0,1,0,0,0,MPcuXRSu
1668,Obe S.,CIT,0,1,0,6:16,0,2,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,MPcuXRSu
1669,Dundao C.,PET,18,4,4,21:56,6,12,3,5,3,7,3,3,18,0,4,0,3,0,0,0,0,OQDo9aup
1670,Pedro J.,PET,14,7,1,27:03,7,10,7,10,0,0,0,2,17,4,3,3,1,2,0,2,0,OQDo9aup
1671,Goncalves L.,PET,13,3,3,22:36,5,10,2,2,3,8,0,0,14,0,3,1,0,1,0,0,0,OQDo9aup
1672,Tsangue C.,FAP,13,5,1,28:35,5,10,3,5,2,5,1,4,-5,0,5,2,1,3,0,1,0,OQDo9aup
1673,Eyaga B.,FAP,12,3,2,28:17,4,11,2,5,2,6,2,4,-13,1,2,2,1,3,0,0,0,OQDo9aup
1674,Minlend C.,FAP,12,0,1,11:10,3,5,2,3,1,2,5,5,8,0,0,0,1,0,0,0,0,OQDo9aup
1675,Moreira Y.,PET,12,9,1,21:25,4,10,4,9,0,1,4,4,-4,1,8,2,1,4,1,0,0,OQDo9aup
1676,Tametong E.,FAP,11,7,2,23:31,3,9,2,5,1,4,4,4,-5,5,2,3,0,1,0,1,0,OQDo9aup
1677,Almeida J.,FAP,9,4,1,21:34,3,6,1,2,2,4,1,3,-17,0,4,2,1,2,0,1,0,OQDo9aup
1678,Gakou A.,PET,8,3,1,22:18,3,7,2,2,1,5,1,2,17,1,2,2,0,0,0,0,0,OQDo9aup
1679,Cipriano O.,PET,7,0,3,15:32,3,4,2,2,1,2,0,0,0,0,0,2,0,2,0,0,0,OQDo9aup
1680,Byers T.,FAP,5,3,0,10:06,2,5,2,5,0,0,1,2,-10,1,2,2,0,1,1,0,0,OQDo9aup
1681,Diallo A.,FAP,5,1,0,13:09,2,4,1,2,1,2,0,0,4,1,0,1,0,0,0,0,0,OQDo9aup
1682,Domingos G.,PET,5,3,7,18:04,1,4,0,0,1,4,2,2,-4,0,3,3,1,3,0,0,0,OQDo9aup
1683,Morais C.,PET,5,4,1,22:27,1,7,0,2,1,5,2,2,15,1,3,4,2,3,1,1,0,OQDo9aup
1684,Wangmene A.,FAP,5,2,0,16:27,2,4,2,3,0,1,1,1,-11,0,2,5,0,2,0,1,0,OQDo9aup
1685,Paulo L.,PET,4,2,2,9:14,2,3,2,3,0,0,0,0,-2,2,0,4,2,0,0,1,0,OQDo9aup
1686,Matthews E.,PET,2,3,1,19:25,1,4,1,2,0,2,0,0,-1,0,3,1,0,2,2,0,0,OQDo9aup
1687,Ngaransou Y.,FAP,2,0,0,2:25,1,2,1,2,0,0,0,0,-4,0,0,0,0,0,0,0,0,OQDo9aup
1688,Alexandre A.,PET,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OQDo9aup
1689,Correia A.,PET,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OQDo9aup
1690,Darlan T.,PET,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OQDo9aup
1691,Kamka-Chomke U.,FAP,0,4,1,17:47,0,4,0,3,0,1,0,0,-6,1,3,0,0,1,3,0,0,OQDo9aup
1692,Liale C.,FAP,0,1,0,8:51,0,3,0,2,0,1,0,0,-7,1,0,1,1,1,0,0,0,OQDo9aup
1693,Morman D.,FAP,0,4,6,16:48,0,2,0,2,0,0,0,0,-5,1,3,1,0,4,0,0,0,OQDo9aup
1694,Ndjonga Y.,FAP,0,0,0,1:20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OQDo9aup
1695,Goncalves L.,PET,15,9,4,23:23,5,11,3,4,2,7,3,3,37,4,5,1,3,1,0,0,0,p4MZBrcU
1696,Hall J.,CAP,14,6,3,31:24,5,13,4,10,1,3,3,7,-36,0,6,3,1,5,0,1,0,p4MZBrcU
1697,Dundao C.,PET,13,1,2,20:38,5,11,2,2,3,9,0,0,32,1,0,1,3,4,0,0,0,p4MZBrcU
1698,Hollis D.,PET,13,8,2,21:46,5,7,5,6,0,1,3,3,5,2,6,3,0,2,0,0,0,p4MZBrcU
1699,Pedro J.,PET,13,5,0,21:18,4,5,4,5,0,0,5,8,29,3,2,3,0,0,0,0,0,p4MZBrcU
1700,Buiamba G.,PET,10,3,1,11:41,4,5,4,4,0,1,2,3,6,1,2,5,0,0,0,0,0,p4MZBrcU
1701,Morais C.,PET,9,4,4,25:18,4,11,3,4,1,7,0,0,37,1,3,2,1,2,0,0,0,p4MZBrcU
1702,Wade Z.,CAP,9,2,3,24:38,2,5,1,3,1,2,4,5,-21,0,2,0,0,1,1,2,0,p4MZBrcU
1703,Gbinije M.,CAP,8,8,2,24:01,3,9,2,5,1,4,1,2,-24,3,5,3,1,4,0,0,0,p4MZBrcU
1704,Gakou A.,PET,6,4,1,17:54,1,4,0,0,1,4,3,4,33,1,3,2,2,0,0,0,0,p4MZBrcU
1705,Ganapamo E.,CAP,5,2,1,27:42,2,9,2,6,0,3,1,2,-30,1,1,3,1,1,0,0,0,p4MZBrcU
1706,Majok A.,PET,5,6,4,18:42,2,4,2,3,0,1,1,2,10,0,6,4,0,6,2,0,0,p4MZBrcU
1707,Sibanyoni N.,CAP,4,0,0,11:46,2,3,2,3,0,0,0,0,-17,0,0,3,1,1,0,0,0,p4MZBrcU
1708,Bastos P.,PET,3,2,0,11:22,1,5,0,1,1,4,0,0,-1,2,0,0,0,1,0,0,0,p4MZBrcU
1709,Cele S.,CAP,3,4,1,26:04,1,6,1,5,0,1,1,6,-27,2,2,1,1,2,0,0,0,p4MZBrcU
1710,Prinsloo P.,CAP,3,5,1,27:17,1,7,0,3,1,4,0,0,-31,2,3,3,0,2,0,0,0,p4MZBrcU
1711,Mofokeng L.,CAP,2,2,1,7:16,0,2,0,2,0,0,2,4,0,2,0,1,1,0,0,0,0,p4MZBrcU
1712,Chime A.,PET,0,1,0,0:20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,p4MZBrcU
1713,Diabate M.,PET,0,6,4,15:46,0,4,0,2,0,2,0,0,6,0,6,2,0,0,1,1,0,p4MZBrcU
1714,Domingos G.,PET,0,0,1,8:16,0,3,0,1,0,2,0,0,-1,0,0,0,0,0,0,0,0,p4MZBrcU
1715,Hendawy S.,PET,0,3,0,3:36,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,p4MZBrcU
1716,Mthembu S.,CAP,0,1,0,7:42,0,2,0,2,0,0,0,0,-4,0,1,3,0,0,0,0,0,p4MZBrcU
1717,Selepe L.,CAP,0,1,1,7:19,0,1,0,0,0,1,0,0,-5,0,1,0,0,0,0,0,0,p4MZBrcU
1718,Whitbread D.,CAP,0,0,0,4:52,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,p4MZBrcU
1719,Hodge W.,ZAM,15,5,5,21:52,7,11,6,9,1,2,0,0,12,2,3,2,0,3,0,2,0,pS6f9cZl
1720,Abdalatif M.,ZAM,14,4,2,16:38,6,8,6,7,0,1,2,4,15,1,3,0,1,1,0,0,0,pS6f9cZl
1721,Diop M.,DOU,14,9,2,35:56,4,11,1,6,3,5,3,4,-23,4,5,1,2,7,2,0,0,pS6f9cZl
1722,Attia H.,DOU,11,3,1,29:23,5,12,5,12,0,0,1,2,-12,1,2,5,3,2,0,1,0,pS6f9cZl
1723,Diabate M.,ZAM,11,1,6,19:13,4,9,1,4,3,5,0,0,10,0,1,2,3,4,0,0,0,pS6f9cZl
1724,Faye M.,DOU,11,4,4,23:55,3,10,2,7,1,3,4,6,-16,1,3,2,1,2,0,0,0,pS6f9cZl
1725,Elonu C.,ZAM,9,8,1,18:55,2,4,2,3,0,1,5,6,10,2,6,3,2,1,0,0,0,pS6f9cZl
1726,Cokley C.,DOU,8,2,2,13:50,4,5,4,5,0,0,0,1,-9,0,2,4,1,1,0,1,0,pS6f9cZl
1727,Elmekawi M.,ZAM,7,3,2,20:11,2,4,2,3,0,1,3,7,0,0,3,2,1,3,0,0,0,pS6f9cZl
1728,Gueye S.,DOU,6,0,0,12:08,2,6,1,3,1,3,1,1,-13,0,0,2,0,0,0,0,0,pS6f9cZl
1729,Meshal M.,ZAM,6,2,2,9:28,2,3,1,2,1,1,1,3,5,1,1,1,2,2,0,0,0,pS6f9cZl
1730,Salem I.,ZAM,6,0,2,20:09,2,5,1,1,1,4,1,3,-7,0,0,1,1,3,0,0,0,pS6f9cZl
1731,Fakuade M.,ZAM,5,2,0,12:43,2,4,2,4,0,0,1,2,20,0,2,4,0,3,1,0,0,pS6f9cZl
1732,Hesham O.,ZAM,4,2,3,14:32,2,2,2,2,0,0,0,0,25,0,2,1,0,0,0,0,0,pS6f9cZl
1733,Mahmoud A.,ZAM,4,7,4,22:54,2,4,2,4,0,0,0,0,16,1,6,2,2,2,2,0,0,pS6f9cZl
1734,Diallo C.,DOU,3,1,0,17:02,1,7,0,2,1,5,0,0,-18,0,1,2,3,1,0,0,0,pS6f9cZl
1735,Hatem A.,ZAM,3,0,1,13:45,1,2,0,0,1,2,0,0,10,0,0,3,0,0,0,0,0,pS6f9cZl
1736,Kamara A. C.,DOU,3,3,0,29:12,1,5,1,4,0,1,1,2,-21,1,2,4,0,0,0,0,0,pS6f9cZl
1737,N'doye C. T.,DOU,2,0,2,4:04,1,2,1,2,0,0,0,0,-1,0,0,1,0,0,0,0,0,pS6f9cZl
1738,Ndour A.,DOU,2,4,6,19:37,1,5,1,4,0,1,0,0,-9,0,4,2,2,3,0,1,0,pS6f9cZl
1739,Sadi M.,DOU,2,2,0,14:53,1,5,1,3,0,2,0,0,2,2,0,1,2,0,0,0,0,pS6f9cZl
1740,Yasser A.,ZAM,2,2,0,9:40,1,3,1,1,0,2,0,0,4,0,2,0,0,0,0,0,0,pS6f9cZl
1741,Gueye B.,DOU,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pS6f9cZl
1742,Mbaye M.,DOU,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pS6f9cZl
1743,Calvo A.,FER,24,11,2,37:42,8,18,5,11,3,7,5,7,-21,2,9,2,2,2,1,1,0,pSpPgIZ1
1744,Hodge W.,ZAM,17,8,6,28:44,5,10,3,4,2,6,5,5,12,0,8,1,0,3,0,0,0,pSpPgIZ1
1745,Holland D.,FER,13,2,2,37:14,6,21,5,15,1,6,0,0,-24,0,2,2,2,5,0,3,0,pSpPgIZ1
1746,Fakuade M.,ZAM,11,10,0,21:47,5,12,4,9,1,3,0,0,12,4,6,3,1,0,0,0,0,pSpPgIZ1
1747,Mahmoud A.,ZAM,8,10,4,29:07,3,5,3,5,0,0,2,6,19,1,9,1,3,5,5,0,0,pSpPgIZ1
1748,Salem I.,ZAM,8,3,2,25:33,3,7,1,3,2,4,0,0,19,1,2,1,1,2,0,0,0,pSpPgIZ1
1749,Yasser A.,ZAM,8,3,1,17:36,3,6,2,3,1,3,1,2,22,1,2,1,0,0,0,0,0,pSpPgIZ1
1750,Caifaz M.,FER,6,3,0,18:51,3,8,3,4,0,4,0,0,-2,2,1,2,0,0,0,0,0,pSpPgIZ1
1751,Elonu C.,ZAM,6,7,0,12:00,2,3,2,3,0,0,2,4,-3,3,4,2,0,5,2,0,0,pSpPgIZ1
1752,Hatem A.,ZAM,5,0,2,11:16,1,1,0,0,1,1,2,2,4,0,0,0,1,1,0,0,0,pSpPgIZ1
1753,Meshal M.,ZAM,5,6,1,17:06,2,6,2,6,0,0,1,2,4,2,4,4,0,5,0,0,0,pSpPgIZ1
1754,Muchate C.,FER,4,6,0,36:35,1,8,1,4,0,4,2,2,-12,2,4,4,0,0,0,0,0,pSpPgIZ1
1755,Chimonzo B.,FER,3,0,1,5:12,1,1,0,0,1,1,0,0,2,0,0,2,1,2,0,0,0,pSpPgIZ1
1756,Diabate M.,ZAM,3,1,0,15:25,1,6,0,4,1,2,0,0,3,0,1,3,0,5,0,1,0,pSpPgIZ1
1757,Kabongo M.,FER,3,3,2,24:36,1,10,1,8,0,2,1,2,-19,1,2,4,2,3,0,2,0,pSpPgIZ1
1758,Chire I.,FER,2,1,0,13:29,1,3,1,3,0,0,0,0,-5,1,0,4,1,1,0,0,0,pSpPgIZ1
1759,Abdalatif M.,ZAM,0,0,0,14:15,0,2,0,1,0,1,0,0,-6,0,0,2,0,0,0,0,0,pSpPgIZ1
1760,Biosse Y.,FER,0,0,0,2:43,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,pSpPgIZ1
1761,Dinis S.,FER,0,0,0,1:57,0,0,0,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,pSpPgIZ1
1762,El Saharty H.,ZAM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pSpPgIZ1
1763,Hesham O.,ZAM,0,1,0,7:11,0,1,0,0,0,1,0,0,-6,0,1,1,0,2,0,0,0,pSpPgIZ1
1764,Macuiana M.,FER,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pSpPgIZ1
1765,Martins H. N. M.,FER,0,1,0,20:34,0,4,0,4,0,0,0,0,9,1,0,2,1,2,0,1,0,pSpPgIZ1
1766,Uamusse M.,FER,0,1,0,1:07,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,pSpPgIZ1
1767,Stoglin T.,ASS,29,3,5,40:00,8,20,5,12,3,8,10,13,10,0,3,0,2,3,0,2,0,Qm3dXYC8
1768,Harouna A.,ASS,25,2,3,38:03,8,17,4,9,4,8,5,5,10,0,2,4,3,4,0,2,0,Qm3dXYC8
1769,Crawford C.,SLA,19,5,6,29:58,7,17,4,8,3,9,2,2,-2,1,4,5,0,0,0,0,0,Qm3dXYC8
1770,Miller D.,SLA,17,4,2,37:57,4,9,3,6,1,3,8,10,-8,2,2,4,1,8,0,0,0,Qm3dXYC8
1771,Calvo A.,ASS,13,13,1,26:48,5,9,2,4,3,5,0,2,5,5,8,1,2,0,0,1,0,Qm3dXYC8
1772,Mbaye S.,SLA,13,2,1,26:20,5,12,3,7,2,5,1,3,-17,0,2,2,2,3,0,0,0,Qm3dXYC8
1773,Boukichou K.,ASS,12,3,3,28:11,4,9,2,4,2,5,2,4,-1,1,2,1,0,3,0,1,0,Qm3dXYC8
1774,Nzeakor J.,SLA,11,6,1,20:31,5,11,5,8,0,3,1,1,-12,3,3,5,2,3,0,0,0,Qm3dXYC8
1775,Keita M.,SLA,10,12,2,20:30,5,6,5,6,0,0,0,4,0,5,7,3,0,0,1,0,0,Qm3dXYC8
1776,Obekpa C.,SLA,9,14,0,36:14,3,15,3,13,0,2,3,5,-3,6,8,2,1,0,4,0,0,Qm3dXYC8
1777,Kourodu S.,ASS,6,3,0,23:35,2,2,2,2,0,0,2,2,11,2,1,4,2,2,0,0,0,Qm3dXYC8
